TIPO,NOMBRE,RELACION,TIPO,ENTIDAD,PORCENTAJE
Medio,"Diario 26","Pertenece a",Empresa,"Diario Digital SA",100%
Medio,"Diario Crónica","Pertenece a",Empresa,"Editorial Sarmiento SA",100%
Medio,"Diario de la Salud","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,"Diario La Capital de Rosario","Pertenece a",Empresa,"Editorial Diario La Capital SA",100%
Medio,"Diario Panorama","Pertenece a",Empresa,,100%
Medio,"Diario Perfil","Pertenece a",Empresa,"Perfil Periódicos SA",100%
Medio,"Diario Popular","Pertenece a",Empresa,"Man Press SA",100%
Medio,"Diario Registrado","Pertenece a",Empresa,"Real Time Solutions SA",100%
Medio,"Diario Show &#8211; www.diarioshow.com","Pertenece a",Empresa,"Marketing y Publicidad SRL",100%
Medio,"Diario Z","Pertenece a",Holding,"Grupo Octubre - Fundación Octubre Trabajadores de Edificios",100%
Medio,DISCOVERY,"Pertenece a",Empresa,"Discovery Networks International LLC",100%
Medio,"Disney &#038; ESPN Media","Pertenece a",Empresa,"The Walt Disney Company (Argentina) SA",100%
Medio,"Disney And ESPN Media Networks LA","Pertenece a",Empresa,"ESPN Sur SRL",100%
Medio,"Disney Channel","Pertenece a",Holding,"Buena Vista International, Inc.",100%
Medio,"Disney Junior","Pertenece a",Holding,"Buena Vista International, Inc.",100%
Medio,"Disney Pooh","Pertenece a",Empresa,"Televisa Argentina SA",50%
Medio,"Disney Pooh","Pertenece a",Empresa,"The Walt Disney Company (Argentina) SA",50%
Medio,"Disney Princesas &#038; Hadas","Pertenece a",Empresa,"Televisa Argentina SA",50%
Medio,"Disney Princesas &#038; Hadas","Pertenece a",Empresa,"The Walt Disney Company (Argentina) SA",50%
Medio,"Disney XD","Pertenece a",Holding,"Buena Vista International, Inc.",100%
Medio,"Doc Salud","Pertenece a",Empresa,"Nefir SA",100%
Medio,"Don Balón &#8211; www.donbalon.com","Pertenece a",Empresa,"Marketing y Publicidad SRL",100%
Medio,DYN,"Pertenece a",Empresa,"Diarios y Noticias SA",100%
Medio,DYN,"Pertenece a",Empresa,"Diarios y Noticias SA",100%
Medio,"E Entertainment Television","Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"Eco 9 de Julio","Pertenece a",Empresa,"Manuel Pablo Marvaso",100%
Medio,"Eco Bahia Blanca","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Bariloche","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Bolívar","Pertenece a",Empresa,"Manuel Pablo Marvaso",100%
Medio,"Eco Buenos Aires","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Calafate","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Cdoro. Rivadavia","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Chacabuco","Pertenece a",Empresa,"Manuel Pablo Marvaso",100%
Medio,"Eco de la Cordillera","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco de la Costa","Pertenece a",Empresa,"Manuel Pablo Marvaso",100%
Medio,"Eco de las Sierras","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco de los Cocos","Pertenece a",Empresa,"Juana Morano",100%
Medio,"Eco de los Cocos","Pertenece a",Empresa,"Juana Morano de Marvaso",100%
Medio,"Eco del Ancasti","Pertenece a",Empresa,"Juana Morano",100%
Medio,"Eco del Ancasti","Pertenece a",Empresa,"Juana Morano de Marvaso",100%
Medio,"Eco Del Rosario","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Fin del Mundo","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"ECO HD TV","Pertenece a",Empresa,"Cadena de Radio Eco S.A",100%
Medio,"Eco Jujuy","Pertenece a",Empresa,"Manuel Pablo Marvaso",100%
Medio,"Eco La Rioja","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Madryn","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Mar del Plata","Pertenece a",Empresa,"Manuel Pablo Marvaso",100%
Medio,"Eco Medios","Pertenece a",Empresa,"Cadena de Radio Eco S.A",100%
Medio,"Eco Necochea","Pertenece a",Empresa,"Manuel Pablo Marvaso",100%
Medio,"Eco Olavarria","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Onda Marina","Pertenece a",Empresa,"Juana Morano",100%
Medio,"Eco Onda Marina","Pertenece a",Empresa,"Juana Morano de Marvaso",100%
Medio,"Eco Patagones","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Pinamar","Pertenece a",Empresa,"Manuel Pablo Marvaso",100%
Medio,"Eco Porteña FM","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Rawson","Pertenece a",Empresa,"Juana Morano",100%
Medio,"Eco Rawson","Pertenece a",Empresa,"Juana Morano de Marvaso",100%
Medio,"Eco Rio Cuarto","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Rio Gallegos","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco San luis","Pertenece a",Empresa,"Juana Morano",100%
Medio,"Eco San luis","Pertenece a",Empresa,"Juana Morano de Marvaso",100%
Medio,"Eco San Nicolás","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Santa Rosa","Pertenece a",Empresa,"Juana Morano",100%
Medio,"Eco Santa Rosa","Pertenece a",Empresa,"Juana Morano de Marvaso",100%
Medio,"Eco Santiago Del Estero","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco SMA","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Tandil","Pertenece a",Empresa,"Manuel Pablo Marvaso",100%
Medio,"Eco Termas","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Eco Villa Carlos Paz","Pertenece a",Empresa,"Juana Morano",100%
Medio,"Eco Villa Carlos Paz","Pertenece a",Empresa,"Juana Morano de Marvaso",100%
Medio,"Eco VLA","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,"Ecos Diarios (Necochea)","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,Ecoya24.com,"Pertenece a",Empresa,"Cadena de Radio Eco S.A",100%
Medio,"Editorial Octubre","Pertenece a",Holding,"Grupo Octubre - Fundación Octubre Trabajadores de Edificios",100%
Medio,"Editorial Televisa","Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,"El Argentino","Pertenece a",Empresa,"Balkburg SA",100%
Medio,"El Atlántico","Pertenece a",Empresa,"Editorial Arenas del Atlántico SA  La Prensa SA",100%
Medio,"El Ciudadano y la Gente","Pertenece a",Empresa,"El Alamo SA",100%
Medio,"El Comercial","Pertenece a",Empresa,"Amacom Media SRL",100%
Medio,"El Cronista","Pertenece a",Empresa,"El Cronista Comercial SA",100%
Medio,"El Dia","Pertenece a",Empresa,"El Dia SAICyF",100%
Medio,"El Federal","Pertenece a",Empresa,"Infomedia Producciones SA",100%
Medio,"El Guardián","Pertenece a",Empresa,"Editorial Apache SA",100%
Medio,"El Liberal","Pertenece a",Empresa,"El Liberal SA",100%
Medio,"El Norte (San Nicolas)","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,"El Patagónico","Pertenece a",Empresa,"IGD SA",100%
Medio,"El Planeta Urbano","Pertenece a",Holding,"Grupo Octubre - Fundación Octubre Trabajadores de Edificios",100%
Medio,"El Plata Informador","Pertenece a",Empresa,PubliexitoSA,100%
Medio,"El Seis San Rafael","Pertenece a",Empresa,"TV Río Diamante SA",100%
Medio,"El Sensacional","Pertenece a",Empresa,"Soluciones Logísticas SA",100%
Medio,"El Siete","Pertenece a",Empresa,"Jorge Estornell SA",100%
Medio,"El Territorio","Pertenece a",Empresa,"Representación Comercial Televisora de Tucumán SA",100%
Medio,"El Tiempo (Azul)","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,"El Tradicional","Pertenece a",Empresa,"Infomedia Producciones SA",100%
Medio,"El Trece","Pertenece a",Empresa,"ARTEAR - Arte Radiotelevisivo Argentino SA",100%
Medio,"El Trece internacional","Pertenece a",Empresa,"ARTEAR - Arte Radiotelevisivo Argentino SA",100%
Medio,"El Trece Satelital","Pertenece a",Empresa,"ARTEAR - Arte Radiotelevisivo Argentino SA",100%
Medio,"El Tribuno de Tucumán","Pertenece a",Empresa,"Multimedios Norte SA  Horizontes SA",100%
Medio,"Elle Argentina","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,"Elle Decoración","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,Empleos.Clarin.com,"Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,"Entrada Plus","Pertenece a",Empresa,"Torneos Network SA",100%
Medio,"Entre Mujeres","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,Época,"Pertenece a",Empresa,"Representación Comercial TV Resistencia SA",100%
Medio,"Espacio Living","Pertenece a",Empresa,"Publirevistas SA",0%
Medio,ESPN,"Pertenece a",Empresa,"ESPN Sur SRL",100%
Medio,"ESPN +","Pertenece a",Empresa,"ESPN Sur SRL",100%
Medio,"ESPN 2","Pertenece a",Empresa,"ESPN Sur SRL",100%
Medio,"ESPN 3","Pertenece a",Empresa,"ESPN Sur SRL",100%
Medio,"ESPN EXTRA","Pertenece a",Empresa,"ESPN Sur SRL",100%
Medio,"ESPN EXTRA POLO","Pertenece a",Empresa,"ESPN Sur SRL",100%
Medio,ESPNPOLO.COM,"Pertenece a",Empresa,"PEGSA Group SA",100%
Medio,ESPNRUN.COM,"Pertenece a",Empresa,"PEGSA Group SA",100%
Medio,ESPNTENIS.COM,"Pertenece a",Empresa,"PEGSA Group SA",100%
Medio,Estética,"Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,"Exito FM 99.1","Pertenece a",Empresa,"FM Diez La 99.1 SA",100%
Medio,Exitoina,"Pertenece a",Empresa,"Diaro Perfil SA",100%
Medio,Expomanagement,"Pertenece a",Empresa,"HSM Argentina SA",0%
Medio,"Express Salta","Pertenece a",Empresa,"DecoTeve SA",100%
Medio,"Express Santiago Del Estero","Pertenece a",Empresa,"Megavision Santiago SA",100%
Medio,"Express TV","Pertenece a",Empresa,"Teledifusora SA",100%
Medio,Facil-Facil,"Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,Fausto,"Pertenece a",Empresa,"Cúspide Libros SA",100%
Medio,"FIlmar &#8211; Fonde Art","Pertenece a",Holding,"Grupo Octubre - Fundación Octubre Trabajadores de Edificios",100%
Medio,"FM 102.5 San Fernando del Valle de Catamarca","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 102.7 Rosario","Pertenece a",Empresa,"Rosario Difusión SA",100%
Medio,"FM 103.1 Santiago del Estero","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 104.9 Puerto Iguazú","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 105.1 LV12 RADIO INDEPENDENCIA","Pertenece a",Empresa,"RADIODIFUSORA INDEPENDENCIA SRL.",100%
Medio,"FM 89.7 Salta","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 91.1 Villa Regina","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 92.7 Presidencia Roque Sáenz Peña","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 93.1 Frecuencia Plus","Pertenece a",Empresa,"Grupo Televisión Litoral S.A.",100%
Medio,"FM 93.5 Rosario","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 93.7 San Luis","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 93.9 San Miguel de Tucumán","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 94.3 Puerto Madryn","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 94.5 La Rioja","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 94.7 Radio Cataratas","Pertenece a",Empresa,"Grupo Televisión Litoral S.A.",100%
Medio,"FM 94.9 Alta Gracia (Radio Sierras)","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 96.5 Mar del Plata (Radio Residencias)","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 96.7 Bahía Blanca","Pertenece a",Empresa,"Editorial La Capital SA",100%
Medio,"FM 96.7 Rio Cuarto","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 97.1 Bolsón","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 97.5 Trelew","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 97.5 VALE","Pertenece a",Empresa,"Radio Productora 2000 SA",100%
Medio,"FM 97.7 Tropico","Pertenece a",Empresa,"Radio Vision Jujuy S.A.",100%
Medio,"FM 97.9 Vida","Pertenece a",Empresa,"Grupo Televisión Litoral S.A.",100%
Medio,"FM 98.5 General Roca","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 99.3 Río Gallegos","Pertenece a",Empresa,"Radiodifusora Del Plata SA",100%
Medio,"FM 99.5 Mendoza","Pertenece a",Empresa,"Editorial La Capital SA",100%
Medio,"FM Córdoba","Pertenece a",Empresa,"Radiodifusora del Centro SA",100%
Medio,"FM Del Lago","Pertenece a",Empresa,,100%
Medio,"FM Del Lago","Pertenece a",Empresa,"Radio Mitre SA",99.9%
Medio,"FM Express 105.3","Pertenece a",Empresa,"DecoTeve SA",100%
Medio,"FM Express 96.1","Pertenece a",Empresa,"Megavision Santiago SA",100%
Medio,"FM La X 103.5","Pertenece a",Empresa,"Universidad Nacional del Litoral",100%
Medio,"FM Nuestra","Pertenece a",Empresa,"Jorge Estornell SA",100%
Medio,FOLKLÓRICA,"Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,Fortuna,"Pertenece a",Empresa,"Editorial Perfil SA",100%
Medio,Fox,"Pertenece a",Empresa,"Fox Networks Group Latin America",100%
Medio,"Fox App","Pertenece a",Empresa,"Fox Networks Group Latin America",100%
Medio,"Fox Life","Pertenece a",Empresa,"Fox Networks Group Latin America",100%
Medio,"Fox News","Pertenece a",Empresa,"Fox Networks Group Latin America",100%
Medio,"Fox Sports","Pertenece a",Empresa,"Fox Networks Group Latin America",100%
Medio,"Fox Sports 2","Pertenece a",Empresa,"Fox Networks Group Latin America",100%
Medio,"Fox Sports Premium","Pertenece a",Empresa,"Fox Networks Group Latin America",100%
Medio,FPP,"Pertenece a",Empresa,"Frecuencia Producciones Publicitarias SA",100%
Medio,"FTV MAG","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,FX,"Pertenece a",Empresa,"Fox Networks Group Latin America",100%
Medio,FXM,"Pertenece a",Empresa,"Fox Networks Group Latin America",100%
Medio,GABO,"Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,"García Ferré Producciones","Pertenece a",Empresa,"Telesol SA",100%
Medio,Genios,"Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,Gente,"Pertenece a",Empresa,"Editorial Atlántida SA",100%
Medio,Gente.com.ar,"Pertenece a",Empresa,"Editorial Atlántida SA",100%
Medio,"Gesell FM 93.9","Pertenece a",Empresa,"Deportes y Espectáculos SA",100%
Medio,Gestión,"Pertenece a",Empresa,"HSM Argentina SA",0%
Medio,Glitz,"Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,Gloud,"Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,"Golf Channel Latin America","Pertenece a",Empresa,"Latin American Sports SA",100%
Medio,"Golf Digest","Pertenece a",Empresa,"Sociedad de Editores ABC1 S.R.L.",100%
Medio,"Gran DT","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,"Gran Hotel Coventry","Pertenece a",Empresa,"Corporación Luxor SA",100%
Medio,"Gran Pez","Pertenece a",Empresa,"GP Producciones SA",100%
Medio,"Grandes Libros","Pertenece a",Empresa,"Vi-Da Producciones SA",100%
Medio,"Grupo Crónica","Pertenece a",Empresa,"Aconcagua SA",100%
Medio,"Grupo de Narváez","Pertenece a",Holding,GDN,100%
Medio,"Grupo de Revistas LN","Pertenece a",Empresa,"Publirevistas SA",0%
Medio,"Grupo Editor RG","Pertenece a",Empresa,"Telesol SA",100%
Medio,"Grupo Editorial Televisa Atlántida","Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,"Grupo Fascetto","Pertenece a",Empresa,"Man Press SA",100%
Medio,"Grupo Latino de Radio","Pertenece a",Empresa,"GLR Services Inc.",100%
Medio,"Grupo Lerner","Pertenece a",Empresa,"IPESA SA",100%
Medio,"Grupo LN","Pertenece a",Holding,"Grupo La Nación",0%
Medio,"Grupo Perfil","Pertenece a",Holding,"Perfil Network SA",100%
Medio,"Grupo RPMB","Pertenece a",Holding,"Corporación Infomedia SA",100%
Medio,"Grupo Telecentro","Pertenece a",Empresa,"TeleCentro SA",100%
Medio,"Grupo Vi-Da","Pertenece a",Empresa,"Vi-Da Producciones SA",100%
Medio,"Guia Clarín","Pertenece a",Empresa,"CMD SA",100%
Medio,"Guia de Padres Genios","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,"Hamburgo Seguros","Pertenece a",Empresa,"Hamburgo CIA de Seguros SA",100%
Medio,"Harpers Bazaar","Pertenece a",Empresa,"Televisa Argentina SA",100%
Medio,HBO,"Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"HBO Family","Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"HBO Signature","Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,HBO2,"Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,HBOPlus,"Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"Hermitage Hotel","Pertenece a",Empresa,"Hermitage SA",100%
Medio,"History Channel","Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"History Channel 2","Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"History Channel HD","Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,"Hola! (Argentina)","Pertenece a",Empresa,"Hola SA",0%
Medio,Hombre,"Pertenece a",Empresa,"Editorial Perfil SA",100%
Medio,"HOME AND HEALTH","Pertenece a",Empresa,"Discovery Networks International LLC",100%
Medio,HTV,"Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,"Hudson Presente","Pertenece a",Empresa,"El Dia SAICyF",100%
Medio,"I Sat","Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,I-Profesional,"Pertenece a",Empresa,"Emprendimientos Corporativos SA",100%
Medio,Iavisos.net,"Pertenece a",Empresa,"Tecnología Digital SA",100%
Medio,ID,"Pertenece a",Empresa,"Discovery Networks International LLC",100%
Medio,"Imágen Platense","Pertenece a",Empresa,"El Dia SAICyF",100%
Medio,Imagena,"Pertenece a",Empresa,"Tecnología Digital SA",100%
Medio,"Indalo Media","Pertenece a",Empresa,"Screen Star SA",100%
Medio,"Indie Libros","Pertenece a",Empresa,"Vi-Da Producciones SA",100%
Medio,"Infobae América","Pertenece a",Empresa,"THX Medios SA",100%
Medio,"Infobae TV","Pertenece a",Empresa,"THX Medios SA",100%
Medio,Infobae.com,"Pertenece a",Empresa,"THX Medios SA",100%
Medio,"Infobit (informática y computación)","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,Infocampo,"Pertenece a",Empresa,"Infomedia Producciones SA",100%
Medio,Infomedia,"Pertenece a",Empresa,"Infomedia Producciones SA",100%
Medio,Infoprecios.com,"Pertenece a",Empresa,"THX Medios SA",100%
Medio,"Information Technology","Pertenece a",Empresa,"El Cronista Comercial SA",100%
Medio,Infotechnology,"Pertenece a",Empresa,"El Cronista Comercial SA",100%
Medio,Infotechnology.com,"Pertenece a",Empresa,"El Cronista Comercial SA",100%
Medio,Intermanagers.com,"Pertenece a",Empresa,"HSM Argentina SA",0%
Medio,Interpatagonia.com,"Pertenece a",Empresa,"Interwa SA",100%
Medio,Interpatagonia.net,"Pertenece a",Empresa,"Interwa SA",100%
Medio,"ISO &#8211; Instituto Superior Octubre","Pertenece a",Empresa,"Instituto Superior Octubre",100%
Medio,Jardín,"Pertenece a",Empresa,"El Jardín de la Argentina SA",0%
Medio,"Jardín de Genios","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,Jocker/Crucigrama,"Pertenece a",Empresa,"Editorial Perfil SA",100%
Medio,Kidis,"Pertenece a",Empresa,"Vi-Da Producciones SA",100%
Medio,"La 100","Pertenece a",Empresa,"Radio Mitre SA",100%
Medio,"La 990 (AM)","Pertenece a",Empresa,"Fénix Entertainment Group SA",100%
Medio,"La Capital","Pertenece a",Empresa,"Editorial La Capital SA",100%
Medio,"La Corte","Pertenece a",Empresa,"La Corte SA  Prensa Satelital SA",100%
Medio,"La Mañana (Bolivar)","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,"La Nacion","Pertenece a",Empresa,"SA La Nación",0%
Medio,"La Nación In","Pertenece a",Empresa,"SA La Nación",0%
Medio,"La Ocho","Pertenece a",Empresa,"Voces SA",100%
Medio,"La Opinión (Trenque Lauquen)","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,"La Plata Vive","Pertenece a",Empresa,"El Dia SAICyF",100%
Medio,"La Prensa","Pertenece a",Empresa,"La Prensa SA",100%
Medio,"La Razón","Pertenece a",Empresa,"Editorial La Razón SA",100%
Medio,"La Red","Pertenece a",Empresa,"Red Celeste y Blanca SA",100%
Medio,"La Red Concordia","Pertenece a",Empresa,"Difusora Entrerriana SA de Radio y Televisión",100%
Medio,"La Red Mendoza","Pertenece a",Empresa,"Señal Mendoza SA",100%
Medio,"La Red Paraná","Pertenece a",Empresa,"Medios de Comunicación Entre Ríos SA",100%
Medio,"La Red Rosario","Pertenece a",Empresa,"Radio Puerto SA",100%
Medio,"La Red Victoria","Pertenece a",Empresa,"Guido A. Anghilante  Uno Multimedios",100%
Medio,"La Redonda","Pertenece a",Empresa,"FM La Redonda SA - El Dia SA",100%
Medio,"La semana","Pertenece a",Empresa,"Medios de Comunicación Entre Ríos SA",100%
Medio,"La valijita","Pertenece a",Empresa,"Atlántida Digital SA",100%
Medio,"La Verdad (Junin)","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,"La Voz (Bragado)","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,"La voz de Balcarce","Pertenece a",Empresa,"Editorial La Capital SA",100%
Medio,"La Voz de Tandil","Pertenece a",Empresa,"Editorial La Capital SA",100%
Medio,"La Voz de Villa Gesell y Pinamar","Pertenece a",Empresa,"Editorial La Capital SA",100%
Medio,"La Voz del Interior","Pertenece a",Empresa,"La Voz del Interior SA",100%
Medio,"La Voz del Pueblo (Tres Arrollos)","Pertenece a",Holding,"Diarios Bonaerenses S.A.",100%
Medio,lagaceta.com.ar,"Pertenece a",Empresa,"LA GACETA S.A.",100%
Medio,lagacetasalta.com.ar,"Pertenece a",Empresa,"LA GACETA S.A.",100%
Medio,lagacetashop.com.ar,"Pertenece a",Empresa,"LA GACETA S.A.",100%
Medio,Lanacion.com,"Pertenece a",Empresa,"SA La Nación",0%
Medio,"LatinoAmérica Piensa","Pertenece a",Empresa,"Consultora Dircom SA",100%
Medio,Latinos,"Pertenece a",Empresa,"FM Aeropuerto SRL",100%
Medio,Leamos,"Pertenece a",Empresa,"Vi-Da Producciones SA",100%
Medio,"LHO Tejidos","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,Librocity,"Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,Lifetime,"Pertenece a",Empresa,"HBO Latin America Group",100%
Medio,LINDA,"Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,LN+,"Pertenece a",Empresa,"Publirevistas SA",0%
Medio,"Lonely Planet","Pertenece a",Empresa,"Sociedad de Editores ABC1 S.R.L.",100%
Medio,Look,"Pertenece a",Empresa,"Editorial Perfil SA",100%
Medio,"Los 40 Principales","Pertenece a",Empresa,"LS4 Radio Continental SA",0%
Medio,"Los 40 Principales","Pertenece a",Empresa,"LS4 Radio Continental SA",100%
Medio,"Los Andes","Pertenece a",Empresa,"Diario Los Andes Hermanos Calle SA",100%
Medio,"LRA 10 USHUAIA E ISLAS MALVINAS","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 12 SANTO TOMÉ","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 13 BAHÍA BLANCA","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 14 SANTA FE","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 15 TUCUMÁN","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 16 LA QUIACA","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 18 RÍO TURBIO","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 19 PUERTO IGUAZÚ","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 2 VIEDMA","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 20 LAS LOMITAS","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 21 SANTIAGO DEL ESTERO","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 22 JUJUY","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 23 SAN JUAN","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 24 RÍO GRANDE","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 25 TARTAGAL","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 28 LA RIOJA","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 29 SAN LUIS","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 3 SANTA ROSA","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 4 SALTA","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 42 GUALEGUAYCHÚ","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 43 NEUQUÉN","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 5 ROSARIO","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"LRA 51 JACHAL","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
